"site_name","habitat_type","year","value","climate_variable"
"Angelus Oaks","Forest",1936,11.1430006027222,"tmean"
"Angelus Oaks","Forest",1937,10.746000289917,"tmean"
"Angelus Oaks","Forest",1938,10.8740005493164,"tmean"
"Angelus Oaks","Forest",1939,11.2390003204346,"tmean"
"Angelus Oaks","Forest",1940,12.1100006103516,"tmean"
"Angelus Oaks","Forest",1941,9.86500072479248,"tmean"
"Angelus Oaks","Forest",1942,10.0050001144409,"tmean"
"Angelus Oaks","Forest",1943,11.0100002288818,"tmean"
"Angelus Oaks","Forest",1944,9.19600009918213,"tmean"
"Angelus Oaks","Forest",1945,9.48700046539307,"tmean"
"Angelus Oaks","Forest",1946,9.9060001373291,"tmean"
"Angelus Oaks","Forest",1947,10.8770008087158,"tmean"
"Angelus Oaks","Forest",1948,9.87600040435791,"tmean"
"Angelus Oaks","Forest",1949,9.89500045776367,"tmean"
"Angelus Oaks","Forest",1950,11.0800008773804,"tmean"
"Angelus Oaks","Forest",1951,10.7700004577637,"tmean"
"Angelus Oaks","Forest",1952,9.9980001449585,"tmean"
"Angelus Oaks","Forest",1953,11.5740003585815,"tmean"
"Angelus Oaks","Forest",1954,11.4970006942749,"tmean"
"Angelus Oaks","Forest",1955,10.6090002059937,"tmean"
"Angelus Oaks","Forest",1956,11.0890007019043,"tmean"
"Angelus Oaks","Forest",1957,10.8390007019043,"tmean"
"Angelus Oaks","Forest",1958,11.3420009613037,"tmean"
"Angelus Oaks","Forest",1959,11.943000793457,"tmean"
"Angelus Oaks","Forest",1960,11.4120006561279,"tmean"
"Angelus Oaks","Forest",1961,11.4060001373291,"tmean"
"Angelus Oaks","Forest",1962,11.2220001220703,"tmean"
"Angelus Oaks","Forest",1963,11.0050001144409,"tmean"
"Angelus Oaks","Forest",1964,10.5080003738403,"tmean"
"Angelus Oaks","Forest",1965,10.6020002365112,"tmean"
"Angelus Oaks","Forest",1966,11.7030010223389,"tmean"
"Angelus Oaks","Forest",1967,11.2470006942749,"tmean"
"Angelus Oaks","Forest",1968,11.2250003814697,"tmean"
"Angelus Oaks","Forest",1969,11.3590002059937,"tmean"
"Angelus Oaks","Forest",1970,11.7390003204346,"tmean"
"Angelus Oaks","Forest",1971,10.7680006027222,"tmean"
"Angelus Oaks","Forest",1972,11.4140005111694,"tmean"
"Angelus Oaks","Forest",1973,10.992000579834,"tmean"
"Angelus Oaks","Forest",1974,11.4740009307861,"tmean"
"Angelus Oaks","Forest",1975,10.7200002670288,"tmean"
"Angelus Oaks","Forest",1976,11.3150005340576,"tmean"
"Angelus Oaks","Forest",1977,11.8080005645752,"tmean"
"Angelus Oaks","Forest",1978,11.326000213623,"tmean"
"Angelus Oaks","Forest",1979,11.4690008163452,"tmean"
"Angelus Oaks","Forest",1980,11.9400005340576,"tmean"
"Angelus Oaks","Forest",1981,12.6120004653931,"tmean"
"Angelus Oaks","Forest",1982,10.7260007858276,"tmean"
"Angelus Oaks","Forest",1983,11.2760009765625,"tmean"
"Angelus Oaks","Forest",1984,12.0430002212524,"tmean"
"Angelus Oaks","Forest",1985,11.3880004882812,"tmean"
"Angelus Oaks","Forest",1986,12.0450010299683,"tmean"
"Angelus Oaks","Forest",1987,11.157000541687,"tmean"
"Angelus Oaks","Forest",1988,11.8740005493164,"tmean"
"Angelus Oaks","Forest",1989,12.0990009307861,"tmean"
"Angelus Oaks","Forest",1990,11.5700006484985,"tmean"
"Angelus Oaks","Forest",1991,11.4790000915527,"tmean"
"Angelus Oaks","Forest",1992,11.8750009536743,"tmean"
"Angelus Oaks","Forest",1993,11.5970001220703,"tmean"
"Angelus Oaks","Forest",1994,11.8290004730225,"tmean"
"Angelus Oaks","Forest",1995,12.2730007171631,"tmean"
"Angelus Oaks","Forest",1996,13.032000541687,"tmean"
"Angelus Oaks","Forest",1997,12.4850006103516,"tmean"
"Angelus Oaks","Forest",1998,11.0010004043579,"tmean"
"Angelus Oaks","Forest",1999,12.7610006332397,"tmean"
"Angelus Oaks","Forest",2000,13.5460004806519,"tmean"
"Angelus Oaks","Forest",2001,12.9300003051758,"tmean"
"Angelus Oaks","Forest",2002,12.8540010452271,"tmean"
"Angelus Oaks","Forest",2003,13.1790008544922,"tmean"
"Angelus Oaks","Forest",2004,12.4590005874634,"tmean"
"Angelus Oaks","Forest",2005,12.3680009841919,"tmean"
"Angelus Oaks","Forest",2006,12.8900003433228,"tmean"
"Angelus Oaks","Forest",2007,12.7960004806519,"tmean"
"Angelus Oaks","Forest",2008,12.8680009841919,"tmean"
"Angelus Oaks","Forest",2009,12.701000213623,"tmean"
"Angelus Oaks","Forest",2010,11.9990005493164,"tmean"
"Angelus Oaks","Forest",2011,12.157000541687,"tmean"
"Angelus Oaks","Forest",2012,13.314001083374,"tmean"
"Angelus Oaks","Forest",2013,13.1870002746582,"tmean"
"Angelus Oaks","Forest",2014,14.1560010910034,"tmean"
"Angelus Oaks","Forest",2015,13.2280006408691,"tmean"
"Angelus Oaks","Forest",2016,13.3480005264282,"tmean"
"Angelus Oaks","Forest",2017,13.7830009460449,"tmean"
"Angelus Oaks","Forest",2018,13.4200010299683,"tmean"
"Angelus Oaks","Forest",2019,11.9640007019043,"tmean"
"Angelus Oaks","Forest",2020,13.3057994842529,"tmean"
"Angelus Oaks","Forest",2021,12.7543992996216,"tmean"
"Angelus Oaks","Forest",2022,12.6204996109009,"tmean"
"Angelus Oaks","Forest",2023,10.798999786377,"tmean"
"Angelus Oaks","Forest",2024,12.5075168609619,"tmean"
"Angelus Oaks","Forest",2025,12.66100025177,"tmean"
"Forest Falls","Forest",1895,7.97700023651123,"tmean"
"Forest Falls","Forest",1896,8.30300045013428,"tmean"
"Forest Falls","Forest",1897,7.93200016021729,"tmean"
"Forest Falls","Forest",1898,8.58000087738037,"tmean"
"Forest Falls","Forest",1899,6.91600036621094,"tmean"
"Forest Falls","Forest",1900,7.38100051879883,"tmean"
"Forest Falls","Forest",1901,7.75100040435791,"tmean"
"Forest Falls","Forest",1902,6.6560001373291,"tmean"
"Forest Falls","Forest",1903,7.09800052642822,"tmean"
"Forest Falls","Forest",1904,8.19799995422363,"tmean"
"Forest Falls","Forest",1905,7.45400047302246,"tmean"
"Forest Falls","Forest",1906,7.62400054931641,"tmean"
"Forest Falls","Forest",1907,7.27400016784668,"tmean"
"Forest Falls","Forest",1908,7.15100049972534,"tmean"
"Forest Falls","Forest",1909,7.50300025939941,"tmean"
"Forest Falls","Forest",1910,8.42900085449219,"tmean"
"Forest Falls","Forest",1911,7.30300045013428,"tmean"
"Forest Falls","Forest",1912,6.81100034713745,"tmean"
"Forest Falls","Forest",1913,6.54200029373169,"tmean"
"Forest Falls","Forest",1914,7.74000024795532,"tmean"
"Forest Falls","Forest",1915,6.95800018310547,"tmean"
"Forest Falls","Forest",1916,7.33000040054321,"tmean"
"Forest Falls","Forest",1917,7.48000049591064,"tmean"
"Forest Falls","Forest",1918,7.34600019454956,"tmean"
"Forest Falls","Forest",1919,7.03900051116943,"tmean"
"Forest Falls","Forest",1920,7.26300048828125,"tmean"
"Forest Falls","Forest",1921,6.54500007629395,"tmean"
"Forest Falls","Forest",1922,6.12200021743774,"tmean"
"Forest Falls","Forest",1923,6.18800020217896,"tmean"
"Forest Falls","Forest",1924,7.17600011825562,"tmean"
"Forest Falls","Forest",1925,7.81800031661987,"tmean"
"Forest Falls","Forest",1926,8.31300067901611,"tmean"
"Forest Falls","Forest",1927,7.2950005531311,"tmean"
"Forest Falls","Forest",1928,7.7950005531311,"tmean"
"Forest Falls","Forest",1929,7.21000051498413,"tmean"
"Forest Falls","Forest",1930,6.24000024795532,"tmean"
"Forest Falls","Forest",1931,7.68100023269653,"tmean"
"Forest Falls","Forest",1932,7.09400033950806,"tmean"
"Forest Falls","Forest",1933,7.43900012969971,"tmean"
"Forest Falls","Forest",1934,8.29400062561035,"tmean"
"Forest Falls","Forest",1935,6.65700054168701,"tmean"
"Forest Falls","Forest",1936,7.94400024414062,"tmean"
"Forest Falls","Forest",1937,7.16700029373169,"tmean"
"Forest Falls","Forest",1938,6.73900032043457,"tmean"
"Forest Falls","Forest",1939,7.38200044631958,"tmean"
"Forest Falls","Forest",1940,8.28000068664551,"tmean"
"Forest Falls","Forest",1941,6.64900016784668,"tmean"
"Forest Falls","Forest",1942,7.55600023269653,"tmean"
"Forest Falls","Forest",1943,8.36600017547607,"tmean"
"Forest Falls","Forest",1944,6.39300012588501,"tmean"
"Forest Falls","Forest",1945,7.35300016403198,"tmean"
"Forest Falls","Forest",1946,7.28800058364868,"tmean"
"Forest Falls","Forest",1947,8.13899993896484,"tmean"
"Forest Falls","Forest",1948,7.52300024032593,"tmean"
"Forest Falls","Forest",1949,7.08300018310547,"tmean"
"Forest Falls","Forest",1950,8.72399997711182,"tmean"
"Forest Falls","Forest",1951,8.03900051116943,"tmean"
"Forest Falls","Forest",1952,7.22300052642822,"tmean"
"Forest Falls","Forest",1953,8.30700016021729,"tmean"
"Forest Falls","Forest",1954,8.78299999237061,"tmean"
"Forest Falls","Forest",1955,7.49700021743774,"tmean"
"Forest Falls","Forest",1956,8.16700077056885,"tmean"
"Forest Falls","Forest",1957,7.55100059509277,"tmean"
"Forest Falls","Forest",1958,8.27300071716309,"tmean"
"Forest Falls","Forest",1959,8.82000064849854,"tmean"
"Forest Falls","Forest",1960,8.39300060272217,"tmean"
"Forest Falls","Forest",1961,8.13300037384033,"tmean"
"Forest Falls","Forest",1962,8.03700065612793,"tmean"
"Forest Falls","Forest",1963,7.91300058364868,"tmean"
"Forest Falls","Forest",1964,7.33500051498413,"tmean"
"Forest Falls","Forest",1965,7.24200057983398,"tmean"
"Forest Falls","Forest",1966,8.31400012969971,"tmean"
"Forest Falls","Forest",1967,7.64300012588501,"tmean"
"Forest Falls","Forest",1968,8.00699996948242,"tmean"
"Forest Falls","Forest",1969,7.99000024795532,"tmean"
"Forest Falls","Forest",1970,8.28299999237061,"tmean"
"Forest Falls","Forest",1971,7.64800024032593,"tmean"
"Forest Falls","Forest",1972,7.89800024032593,"tmean"
"Forest Falls","Forest",1973,7.68400049209595,"tmean"
"Forest Falls","Forest",1974,8.12100028991699,"tmean"
"Forest Falls","Forest",1975,7.59900045394897,"tmean"
"Forest Falls","Forest",1976,7.90300035476685,"tmean"
"Forest Falls","Forest",1977,8.37400054931641,"tmean"
"Forest Falls","Forest",1978,7.96200037002563,"tmean"
"Forest Falls","Forest",1979,8.25900077819824,"tmean"
"Forest Falls","Forest",1980,8.42500019073486,"tmean"
"Forest Falls","Forest",1981,9.17600059509277,"tmean"
"Forest Falls","Forest",1982,7.54700040817261,"tmean"
"Forest Falls","Forest",1983,7.9060001373291,"tmean"
"Forest Falls","Forest",1984,8.45800018310547,"tmean"
"Forest Falls","Forest",1985,8.36300086975098,"tmean"
"Forest Falls","Forest",1986,8.73000049591064,"tmean"
"Forest Falls","Forest",1987,7.68000030517578,"tmean"
"Forest Falls","Forest",1988,8.46200084686279,"tmean"
"Forest Falls","Forest",1989,8.6560001373291,"tmean"
"Forest Falls","Forest",1990,8.03900051116943,"tmean"
"Forest Falls","Forest",1991,7.82800054550171,"tmean"
"Forest Falls","Forest",1992,8.16200065612793,"tmean"
"Forest Falls","Forest",1993,8.23700046539307,"tmean"
"Forest Falls","Forest",1994,8.39800071716309,"tmean"
"Forest Falls","Forest",1995,8.59500026702881,"tmean"
"Forest Falls","Forest",1996,9.28200054168701,"tmean"
"Forest Falls","Forest",1997,8.7810001373291,"tmean"
"Forest Falls","Forest",1998,7.47800016403198,"tmean"
"Forest Falls","Forest",1999,8.9330005645752,"tmean"
"Forest Falls","Forest",2000,9.23900032043457,"tmean"
"Forest Falls","Forest",2001,8.98100090026855,"tmean"
"Forest Falls","Forest",2002,9.22100067138672,"tmean"
"Forest Falls","Forest",2003,9.48700046539307,"tmean"
"Forest Falls","Forest",2004,8.54699993133545,"tmean"
"Forest Falls","Forest",2005,8.61200046539307,"tmean"
"Forest Falls","Forest",2006,9.06800079345703,"tmean"
"Forest Falls","Forest",2007,9.2180004119873,"tmean"
"Forest Falls","Forest",2008,9.20600032806396,"tmean"
"Forest Falls","Forest",2009,9.01500034332275,"tmean"
"Forest Falls","Forest",2010,8.47000026702881,"tmean"
"Forest Falls","Forest",2011,8.45300006866455,"tmean"
"Forest Falls","Forest",2012,9.55500030517578,"tmean"
"Forest Falls","Forest",2013,9.35000038146973,"tmean"
"Forest Falls","Forest",2014,10.3230009078979,"tmean"
"Forest Falls","Forest",2015,9.32000064849854,"tmean"
"Forest Falls","Forest",2016,9.56300067901611,"tmean"
"Forest Falls","Forest",2017,10.0730009078979,"tmean"
"Forest Falls","Forest",2018,9.653000831604,"tmean"
"Forest Falls","Forest",2019,8.22900009155273,"tmean"
"Forest Falls","Forest",2020,10.0373001098633,"tmean"
"Forest Falls","Forest",2021,9.62199974060059,"tmean"
"Forest Falls","Forest",2022,9.27859973907471,"tmean"
"Forest Falls","Forest",2023,7.85500001907349,"tmean"
"Forest Falls","Forest",2024,9.35430431365967,"tmean"
"Forest Falls","Forest",2025,9.4060001373291,"tmean"
"Harng 'Aki Preserve","Shrubland",1895,16.0610008239746,"tmean"
"Harng 'Aki Preserve","Shrubland",1896,16.5260009765625,"tmean"
"Harng 'Aki Preserve","Shrubland",1897,15.6830005645752,"tmean"
"Harng 'Aki Preserve","Shrubland",1898,16.8150005340576,"tmean"
"Harng 'Aki Preserve","Shrubland",1899,16.8760013580322,"tmean"
"Harng 'Aki Preserve","Shrubland",1900,17.0630016326904,"tmean"
"Harng 'Aki Preserve","Shrubland",1901,16.9970016479492,"tmean"
"Harng 'Aki Preserve","Shrubland",1902,16.1400012969971,"tmean"
"Harng 'Aki Preserve","Shrubland",1903,16.5939998626709,"tmean"
"Harng 'Aki Preserve","Shrubland",1904,17.6960010528564,"tmean"
"Harng 'Aki Preserve","Shrubland",1905,16.8190002441406,"tmean"
"Harng 'Aki Preserve","Shrubland",1906,17.0120010375977,"tmean"
"Harng 'Aki Preserve","Shrubland",1907,16.568000793457,"tmean"
"Harng 'Aki Preserve","Shrubland",1908,16.57200050354,"tmean"
"Harng 'Aki Preserve","Shrubland",1909,16.4090003967285,"tmean"
"Harng 'Aki Preserve","Shrubland",1910,17.5270004272461,"tmean"
"Harng 'Aki Preserve","Shrubland",1911,16.2890014648438,"tmean"
"Harng 'Aki Preserve","Shrubland",1912,16.2880001068115,"tmean"
"Harng 'Aki Preserve","Shrubland",1913,16.1870002746582,"tmean"
"Harng 'Aki Preserve","Shrubland",1914,16.5290012359619,"tmean"
"Harng 'Aki Preserve","Shrubland",1915,16.0700016021729,"tmean"
"Harng 'Aki Preserve","Shrubland",1916,16.0330009460449,"tmean"
"Harng 'Aki Preserve","Shrubland",1917,16.6110000610352,"tmean"
"Harng 'Aki Preserve","Shrubland",1918,16.701000213623,"tmean"
"Harng 'Aki Preserve","Shrubland",1919,16.2130012512207,"tmean"
"Harng 'Aki Preserve","Shrubland",1920,15.8450012207031,"tmean"
"Harng 'Aki Preserve","Shrubland",1921,16.4640007019043,"tmean"
"Harng 'Aki Preserve","Shrubland",1922,16.0310001373291,"tmean"
"Harng 'Aki Preserve","Shrubland",1923,16.3450012207031,"tmean"
"Harng 'Aki Preserve","Shrubland",1924,16.2840003967285,"tmean"
"Harng 'Aki Preserve","Shrubland",1925,16.4700012207031,"tmean"
"Harng 'Aki Preserve","Shrubland",1926,17.355001449585,"tmean"
"Harng 'Aki Preserve","Shrubland",1927,16.5420017242432,"tmean"
"Harng 'Aki Preserve","Shrubland",1928,16.8540000915527,"tmean"
"Harng 'Aki Preserve","Shrubland",1929,17.3450012207031,"tmean"
"Harng 'Aki Preserve","Shrubland",1930,16.8770008087158,"tmean"
"Harng 'Aki Preserve","Shrubland",1931,17.5470008850098,"tmean"
"Harng 'Aki Preserve","Shrubland",1932,16.5060005187988,"tmean"
"Harng 'Aki Preserve","Shrubland",1933,16.8460006713867,"tmean"
"Harng 'Aki Preserve","Shrubland",1934,18.3370018005371,"tmean"
"Harng 'Aki Preserve","Shrubland",1935,16.8400001525879,"tmean"
"Harng 'Aki Preserve","Shrubland",1936,17.8800010681152,"tmean"
"Harng 'Aki Preserve","Shrubland",1937,17.25,"tmean"
"Harng 'Aki Preserve","Shrubland",1938,17.2410011291504,"tmean"
"Harng 'Aki Preserve","Shrubland",1939,17.3480014801025,"tmean"
"Harng 'Aki Preserve","Shrubland",1940,17.5180015563965,"tmean"
"Harng 'Aki Preserve","Shrubland",1941,16.3439998626709,"tmean"
"Harng 'Aki Preserve","Shrubland",1942,16.7410011291504,"tmean"
"Harng 'Aki Preserve","Shrubland",1943,17.2370014190674,"tmean"
"Harng 'Aki Preserve","Shrubland",1944,15.746000289917,"tmean"
"Harng 'Aki Preserve","Shrubland",1945,16.2590007781982,"tmean"
"Harng 'Aki Preserve","Shrubland",1946,16.8020000457764,"tmean"
"Harng 'Aki Preserve","Shrubland",1947,17.1040000915527,"tmean"
"Harng 'Aki Preserve","Shrubland",1948,15.9550008773804,"tmean"
"Harng 'Aki Preserve","Shrubland",1949,16.1360015869141,"tmean"
"Harng 'Aki Preserve","Shrubland",1950,17.1430015563965,"tmean"
"Harng 'Aki Preserve","Shrubland",1951,16.4250011444092,"tmean"
"Harng 'Aki Preserve","Shrubland",1952,16.2580013275146,"tmean"
"Harng 'Aki Preserve","Shrubland",1953,16.5250015258789,"tmean"
"Harng 'Aki Preserve","Shrubland",1954,16.863000869751,"tmean"
"Harng 'Aki Preserve","Shrubland",1955,16.2040004730225,"tmean"
"Harng 'Aki Preserve","Shrubland",1956,16.7320003509521,"tmean"
"Harng 'Aki Preserve","Shrubland",1957,16.875,"tmean"
"Harng 'Aki Preserve","Shrubland",1958,17.810001373291,"tmean"
"Harng 'Aki Preserve","Shrubland",1959,17.9680004119873,"tmean"
"Harng 'Aki Preserve","Shrubland",1960,17.3860015869141,"tmean"
"Harng 'Aki Preserve","Shrubland",1961,17.3030014038086,"tmean"
"Harng 'Aki Preserve","Shrubland",1962,17.1220016479492,"tmean"
"Harng 'Aki Preserve","Shrubland",1963,16.9990005493164,"tmean"
"Harng 'Aki Preserve","Shrubland",1964,16.5750007629395,"tmean"
"Harng 'Aki Preserve","Shrubland",1965,16.6000003814697,"tmean"
"Harng 'Aki Preserve","Shrubland",1966,17.4370002746582,"tmean"
"Harng 'Aki Preserve","Shrubland",1967,17.1730003356934,"tmean"
"Harng 'Aki Preserve","Shrubland",1968,17.0810012817383,"tmean"
"Harng 'Aki Preserve","Shrubland",1969,16.9549999237061,"tmean"
"Harng 'Aki Preserve","Shrubland",1970,17.2080001831055,"tmean"
"Harng 'Aki Preserve","Shrubland",1971,16.5360012054443,"tmean"
"Harng 'Aki Preserve","Shrubland",1972,17.1740016937256,"tmean"
"Harng 'Aki Preserve","Shrubland",1973,16.3240013122559,"tmean"
"Harng 'Aki Preserve","Shrubland",1974,16.9180011749268,"tmean"
"Harng 'Aki Preserve","Shrubland",1975,16.326000213623,"tmean"
"Harng 'Aki Preserve","Shrubland",1976,17.1480007171631,"tmean"
"Harng 'Aki Preserve","Shrubland",1977,17.4090003967285,"tmean"
"Harng 'Aki Preserve","Shrubland",1978,17.4060001373291,"tmean"
"Harng 'Aki Preserve","Shrubland",1979,17.2250003814697,"tmean"
"Harng 'Aki Preserve","Shrubland",1980,17.8650016784668,"tmean"
"Harng 'Aki Preserve","Shrubland",1981,18.484001159668,"tmean"
"Harng 'Aki Preserve","Shrubland",1982,16.4230003356934,"tmean"
"Harng 'Aki Preserve","Shrubland",1983,17.2750015258789,"tmean"
"Harng 'Aki Preserve","Shrubland",1984,18.3050003051758,"tmean"
"Harng 'Aki Preserve","Shrubland",1985,17.3299999237061,"tmean"
"Harng 'Aki Preserve","Shrubland",1986,18.0860004425049,"tmean"
"Harng 'Aki Preserve","Shrubland",1987,17.5200004577637,"tmean"
"Harng 'Aki Preserve","Shrubland",1988,18.1950016021729,"tmean"
"Harng 'Aki Preserve","Shrubland",1989,18.1450004577637,"tmean"
"Harng 'Aki Preserve","Shrubland",1990,18.121000289917,"tmean"
"Harng 'Aki Preserve","Shrubland",1991,17.8400001525879,"tmean"
"Harng 'Aki Preserve","Shrubland",1992,18.3490009307861,"tmean"
"Harng 'Aki Preserve","Shrubland",1993,17.8770008087158,"tmean"
"Harng 'Aki Preserve","Shrubland",1994,17.5729999542236,"tmean"
"Harng 'Aki Preserve","Shrubland",1995,18.0840015411377,"tmean"
"Harng 'Aki Preserve","Shrubland",1996,18.5740013122559,"tmean"
"Harng 'Aki Preserve","Shrubland",1997,18.476001739502,"tmean"
"Harng 'Aki Preserve","Shrubland",1998,16.9610004425049,"tmean"
"Harng 'Aki Preserve","Shrubland",1999,17.7760009765625,"tmean"
"Harng 'Aki Preserve","Shrubland",2000,18.2100009918213,"tmean"
"Harng 'Aki Preserve","Shrubland",2001,17.6880016326904,"tmean"
"Harng 'Aki Preserve","Shrubland",2002,17.8470001220703,"tmean"
"Harng 'Aki Preserve","Shrubland",2003,18.4570007324219,"tmean"
"Harng 'Aki Preserve","Shrubland",2004,17.9860000610352,"tmean"
"Harng 'Aki Preserve","Shrubland",2005,17.9560012817383,"tmean"
"Harng 'Aki Preserve","Shrubland",2006,18.3570003509521,"tmean"
"Harng 'Aki Preserve","Shrubland",2007,18.3280010223389,"tmean"
"Harng 'Aki Preserve","Shrubland",2008,18.5920009613037,"tmean"
"Harng 'Aki Preserve","Shrubland",2009,18.2490005493164,"tmean"
"Harng 'Aki Preserve","Shrubland",2010,17.4050006866455,"tmean"
"Harng 'Aki Preserve","Shrubland",2011,17.5460014343262,"tmean"
"Harng 'Aki Preserve","Shrubland",2012,18.9260005950928,"tmean"
"Harng 'Aki Preserve","Shrubland",2013,18.3340015411377,"tmean"
"Harng 'Aki Preserve","Shrubland",2014,19.5390014648438,"tmean"
"Harng 'Aki Preserve","Shrubland",2015,18.9680004119873,"tmean"
"Harng 'Aki Preserve","Shrubland",2016,18.8819999694824,"tmean"
"Harng 'Aki Preserve","Shrubland",2017,19.193000793457,"tmean"
"Harng 'Aki Preserve","Shrubland",2018,18.7980003356934,"tmean"
"Harng 'Aki Preserve","Shrubland",2019,17.4270000457764,"tmean"
"Harng 'Aki Preserve","Shrubland",2020,18.6850986480713,"tmean"
"Harng 'Aki Preserve","Shrubland",2021,17.9207992553711,"tmean"
"Harng 'Aki Preserve","Shrubland",2022,18.1066989898682,"tmean"
"Harng 'Aki Preserve","Shrubland",2023,16.4300003051758,"tmean"
"Harng 'Aki Preserve","Shrubland",2024,17.5581207275391,"tmean"
"Harng 'Aki Preserve","Shrubland",2025,17.8409996032715,"tmean"
"Caroline Park","Shrubland",1895,16.3330001831055,"tmean"
"Caroline Park","Shrubland",1896,16.8830013275146,"tmean"
"Caroline Park","Shrubland",1897,15.9830007553101,"tmean"
"Caroline Park","Shrubland",1898,17.2470016479492,"tmean"
"Caroline Park","Shrubland",1899,17.3150005340576,"tmean"
"Caroline Park","Shrubland",1900,17.4260005950928,"tmean"
"Caroline Park","Shrubland",1901,17.3850002288818,"tmean"
"Caroline Park","Shrubland",1902,16.6410007476807,"tmean"
"Caroline Park","Shrubland",1903,17.0380001068115,"tmean"
"Caroline Park","Shrubland",1904,17.9740009307861,"tmean"
"Caroline Park","Shrubland",1905,17.0400009155273,"tmean"
"Caroline Park","Shrubland",1906,17.2320003509521,"tmean"
"Caroline Park","Shrubland",1907,16.6640014648438,"tmean"
"Caroline Park","Shrubland",1908,16.7900009155273,"tmean"
"Caroline Park","Shrubland",1909,16.4670009613037,"tmean"
"Caroline Park","Shrubland",1910,17.6580009460449,"tmean"
"Caroline Park","Shrubland",1911,16.431001663208,"tmean"
"Caroline Park","Shrubland",1912,16.3000011444092,"tmean"
"Caroline Park","Shrubland",1913,16.4060001373291,"tmean"
"Caroline Park","Shrubland",1914,16.9700012207031,"tmean"
"Caroline Park","Shrubland",1915,16.5490016937256,"tmean"
"Caroline Park","Shrubland",1916,16.3930015563965,"tmean"
"Caroline Park","Shrubland",1917,17.0410003662109,"tmean"
"Caroline Park","Shrubland",1918,17.113000869751,"tmean"
"Caroline Park","Shrubland",1919,16.6370010375977,"tmean"
"Caroline Park","Shrubland",1920,16.1730003356934,"tmean"
"Caroline Park","Shrubland",1921,16.6990013122559,"tmean"
"Caroline Park","Shrubland",1922,16.2790012359619,"tmean"
"Caroline Park","Shrubland",1923,16.7430000305176,"tmean"
"Caroline Park","Shrubland",1924,16.7170009613037,"tmean"
"Caroline Park","Shrubland",1925,16.984001159668,"tmean"
"Caroline Park","Shrubland",1926,17.7709999084473,"tmean"
"Caroline Park","Shrubland",1927,17.0850009918213,"tmean"
"Caroline Park","Shrubland",1928,17.3320007324219,"tmean"
"Caroline Park","Shrubland",1929,17.6440010070801,"tmean"
"Caroline Park","Shrubland",1930,16.943000793457,"tmean"
"Caroline Park","Shrubland",1931,17.6310005187988,"tmean"
"Caroline Park","Shrubland",1932,16.3350009918213,"tmean"
"Caroline Park","Shrubland",1933,16.6459999084473,"tmean"
"Caroline Park","Shrubland",1934,18.1400012969971,"tmean"
"Caroline Park","Shrubland",1935,16.7070007324219,"tmean"
